Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
LP001346,Male,No,0,Not Graduate,Yes,14255,9196,174,360,1,Rural,Y
LP001347,Male,No,3+,Not Graduate,Yes,2365,376,320,300,1,Urban,N
LP001348,Male,No,0,Not Graduate,Yes,12673,972,406,240,1,Urban,Y
LP001349,Female,Yes,0,Not Graduate,Yes,6829,4213,576,180,1,Urban,N
LP001350,Male,Yes,0,Graduate,Yes,2103,443,547,240,1,Rural,N
LP001351,Female,No,1,Not Graduate,No,7256,7519,202,300,1,Semiurban,Y
LP001352,Female,Yes,3+,Graduate,Yes,12754,754,102,240,1,Urban,Y
LP001353,Male,Yes,0,Graduate,No,5518,4735,198,360,1,Rural,Y
LP001354,Female,Yes,1,Graduate,Yes,6692,5396,552,360,0,Urban,N
LP001355,Female,No,2,Graduate,Yes,3515,3465,499,240,0,Rural,N
LP001356,Female,Yes,2,Not Graduate,Yes,11350,2711,268,180,1,Semiurban,Y
LP001357,Female,No,0,Not Graduate,No,4880,2407,674,240,1,Rural,N
LP001358,Male,Yes,2,Not Graduate,Yes,5270,8814,326,300,0,Semiurban,N
LP001359,Female,No,3+,Graduate,Yes,7329,5588,501,180,1,Urban,N
LP001360,Male,Yes,2,Not Graduate,No,3113,6104,477,240,0,Semiurban,N
LP001361,Female,No,2,Not Graduate,No,14647,5747,132,240,1,Rural,Y
LP001362,Female,No,3+,Not Graduate,No,17045,1723,267,180,0,Urban,N
LP001363,Male,Yes,0,Graduate,No,19763,7224,576,240,0,Urban,N
LP001364,Female,No,0,Graduate,Yes,6872,1919,453,300,1,Rural,Y
LP001365,Female,No,3+,Not Graduate,No,21992,918,339,360,1,Semiurban,Y
LP001366,Female,No,3+,Graduate,Yes,12038,4215,469,300,1,Rural,Y
LP001367,Male,No,3+,Graduate,Yes,1648,581,388,240,1,Semiurban,N
LP001368,Female,No,2,Not Graduate,No,3254,3881,468,360,1,Semiurban,Y
LP001369,Male,No,3+,Graduate,Yes,8878,9878,256,180,1,Urban,Y
LP001370,Female,No,1,Graduate,No,15091,3909,314,300,1,Semiurban,Y
LP001371,Male,No,2,Not Graduate,Yes,24565,1999,85,180,1,Urban,Y
LP001372,Male,Yes,0,Graduate,No,21640,400,422,360,0,Rural,N
LP001373,Female,Yes,0,Graduate,No,10871,3648,537,240,1,Rural,N
LP001374,Female,No,0,Graduate,No,14279,5445,308,360,1,Urban,Y
LP001375,Male,No,2,Graduate,No,23276,2628,580,360,1,Urban,N
LP001376,Male,Yes,1,Graduate,No,11295,1656,72,180,1,Semiurban,Y
LP001377,Female,Yes,3+,Graduate,No,20936,620,153,300,1,Urban,Y
LP001378,Male,Yes,3+,Graduate,Yes,7192,246,290,360,0,Rural,N
LP001379,Female,No,0,Graduate,Yes,5718,5212,302,240,1,Urban,Y
LP001380,Female,Yes,0,Not Graduate,Yes,6303,3339,191,360,1,Urban,Y
LP001381,Female,No,2,Not Graduate,No,20261,6758,500,180,1,Urban,N
LP001382,Female,No,1,Not Graduate,Yes,13172,7086,356,300,1,Semiurban,Y
LP001383,Male,Yes,3+,Not Graduate,No,22970,3010,549,240,0,Urban,N
LP001384,Female,No,2,Graduate,Yes,4682,4719,671,180,1,Semiurban,N
LP001385,Male,No,3+,Not Graduate,Yes,12509,2368,57,360,1,Semiurban,Y
LP001386,Female,No,0,Not Graduate,No,15828,1839,118,360,1,Urban,Y
LP001387,Male,No,3+,Graduate,Yes,21044,2903,624,300,0,Semiurban,N
LP001388,Female,Yes,1,Graduate,Yes,24460,6205,117,180,1,Urban,Y
LP001389,Male,Yes,1,Graduate,Yes,4086,4395,457,180,0,Rural,N
LP001390,Male,No,0,Graduate,No,4148,5767,567,300,1,Rural,N
LP001391,Female,No,1,Graduate,Yes,8813,3691,168,240,1,Semiurban,Y
LP001392,Female,Yes,1,Not Graduate,No,19601,7470,80,180,1,Rural,Y
LP001393,Female,No,2,Graduate,Yes,14044,3841,567,300,1,Urban,N
LP001394,Female,Yes,3+,Not Graduate,Yes,23192,4348,532,180,1,Semiurban,N
LP001395,Male,No,0,Not Graduate,Yes,8907,6621,256,300,1,Urban,Y
LP001396,Female,No,0,Graduate,Yes,18754,1392,628,360,1,Semiurban,N
LP001397,Male,Yes,0,Not Graduate,No,16734,6060,436,360,0,Semiurban,N
LP001398,Male,Yes,0,Not Graduate,Yes,21458,4255,461,180,1,Semiurban,Y
LP001399,Female,Yes,0,Graduate,No,23711,4300,419,180,1,Semiurban,Y
LP001400,Male,Yes,1,Not Graduate,No,16512,3338,402,360,1,Rural,Y
LP001401,Male,No,2,Not Graduate,Yes,11235,5487,385,240,1,Rural,Y
LP001402,Male,Yes,0,Not Graduate,Yes,14925,3514,338,300,1,Rural,Y
LP001403,Male,No,2,Graduate,No,17198,759,189,240,1,Semiurban,Y
LP001404,Female,Yes,2,Graduate,No,16821,9915,349,240,1,Rural,Y
LP001405,Female,Yes,1,Graduate,Yes,14146,8621,62,240,1,Semiurban,Y
LP001406,Female,No,0,Not Graduate,Yes,23653,6793,477,360,1,Rural,Y
LP001407,Female,Yes,1,Graduate,Yes,23617,2459,449,180,0,Semiurban,N
LP001408,Male,Yes,0,Not Graduate,Yes,21124,5273,158,240,1,Rural,Y
LP001409,Male,Yes,1,Graduate,Yes,6393,1718,534,360,1,Rural,N
LP001410,Female,Yes,2,Not Graduate,No,10976,9457,405,300,1,Rural,Y
LP001411,Female,No,0,Graduate,Yes,18770,5423,198,180,1,Semiurban,Y
LP001412,Female,No,3+,Graduate,Yes,23738,1308,356,300,1,Semiurban,Y
LP001413,Male,Yes,2,Not Graduate,No,23202,1050,582,240,1,Rural,N
LP001414,Female,Yes,3+,Graduate,Yes,20142,5479,109,180,0,Semiurban,N
LP001415,Female,Yes,2,Not Graduate,Yes,5882,2249,484,240,0,Urban,N
LP001416,Female,No,1,Graduate,No,3285,2809,70,180,1,Rural,Y
LP001417,Male,No,0,Graduate,Yes,14530,2921,431,240,1,Rural,Y
LP001418,Male,No,2,Not Graduate,No,13235,4676,294,300,1,Urban,Y
LP001419,Male,No,1,Not Graduate,Yes,18179,4041,122,300,1,Semiurban,Y
LP001420,Male,Yes,0,Not Graduate,Yes,11745,2417,498,240,1,Semiurban,Y
LP001421,Male,Yes,0,Graduate,Yes,4097,532,125,180,0,Semiurban,N
LP001422,Male,Yes,2,Not Graduate,No,18564,9090,639,300,1,Rural,N
LP001423,Male,No,0,Graduate,No,22774,8167,439,180,1,Rural,Y
LP001424,Male,Yes,2,Not Graduate,No,22182,1469,626,180,0,Rural,N
LP001425,Female,No,0,Not Graduate,No,1824,9444,391,300,1,Rural,N
LP001426,Female,No,3+,Not Graduate,Yes,16660,7292,339,360,1,Rural,Y
LP001427,Male,Yes,1,Not Graduate,No,14114,8961,617,360,1,Semiurban,N
LP001428,Male,Yes,3+,Not Graduate,No,2486,9025,380,180,1,Urban,N
LP001429,Female,Yes,2,Not Graduate,No,21002,7142,308,300,1,Semiurban,Y
LP001430,Male,No,3+,Graduate,Yes,2260,6000,475,360,1,Semiurban,N
LP001431,Male,No,2,Not Graduate,Yes,13385,7081,55,240,1,Rural,Y
LP001432,Male,Yes,0,Graduate,No,10728,4649,55,180,0,Urban,N
LP001433,Female,Yes,0,Not Graduate,No,18790,6931,240,360,1,Urban,Y
LP001434,Female,No,2,Not Graduate,Yes,6999,3424,197,300,1,Semiurban,Y
LP001435,Female,Yes,3+,Not Graduate,No,1864,1091,454,300,1,Urban,N
LP001436,Female,No,0,Graduate,No,21297,9388,307,180,1,Semiurban,Y
LP001437,Female,No,1,Graduate,No,9527,9852,528,300,1,Semiurban,N
LP001438,Male,Yes,0,Not Graduate,No,15032,7849,139,240,0,Semiurban,N
LP001439,Female,Yes,1,Graduate,Yes,15908,4654,59,240,0,Semiurban,N
LP001440,Male,Yes,3+,Not Graduate,Yes,17605,260,136,360,1,Rural,Y
LP001441,Male,Yes,1,Not Graduate,Yes,9439,5936,200,300,0,Urban,N
LP001442,Female,No,1,Graduate,No,15436,9377,674,240,1,Rural,N
LP001443,Female,No,1,Graduate,No,10761,4370,79,180,1,Rural,Y
LP001444,Male,No,1,Graduate,Yes,17363,4301,177,300,1,Rural,Y
LP001445,Male,Yes,0,Graduate,Yes,14061,7207,127,360,0,Semiurban,N
LP001446,Male,No,1,Not Graduate,Yes,11947,5819,470,180,1,Semiurban,Y
LP001447,Female,Yes,0,Graduate,No,15672,9058,104,180,1,Rural,Y
LP001448,Female,Yes,1,Graduate,Yes,13378,92,529,180,1,Rural,N
LP001449,Female,Yes,2,Not Graduate,No,13911,5161,354,240,1,Urban,Y
LP001450,Female,Yes,3+,Graduate,No,20965,7632,595,180,1,Rural,N
LP001451,Female,Yes,1,Graduate,Yes,6948,9543,154,240,1,Semiurban,Y
LP001452,Male,Yes,2,Graduate,Yes,21142,6208,221,180,1,Rural,Y
LP001453,Female,No,1,Graduate,No,3607,8556,548,240,1,Urban,N
LP001454,Male,Yes,1,Not Graduate,Yes,9428,4916,71,300,1,Urban,Y
LP001455,Male,No,1,Not Graduate,Yes,16734,3718,336,240,0,Rural,N
LP001456,Male,No,2,Graduate,No,20817,6125,440,240,1,Urban,Y
LP001457,Female,Yes,3+,Graduate,No,17810,1924,666,300,1,Urban,N
LP001458,Female,Yes,2,Not Graduate,No,20713,3095,198,180,1,Semiurban,Y
LP001459,Female,Yes,3+,Graduate,No,15028,6683,321,300,1,Urban,Y
LP001460,Male,No,1,Graduate,No,22890,5181,348,180,0,Urban,N
LP001461,Male,Yes,0,Graduate,Yes,14813,2538,221,240,1,Rural,Y
LP001462,Male,No,1,Graduate,No,3059,9488,96,180,1,Semiurban,Y
LP001463,Male,Yes,3+,Graduate,No,19625,2276,675,240,0,Urban,N
LP001464,Male,Yes,2,Graduate,No,16667,8194,256,180,0,Rural,N
LP001465,Male,No,1,Graduate,Yes,16843,9945,502,240,1,Rural,N
LP001466,Female,No,2,Graduate,No,7330,910,444,240,1,Rural,Y
LP001467,Female,Yes,2,Graduate,No,9023,306,350,360,1,Rural,Y
LP001468,Female,No,2,Not Graduate,No,18509,6575,225,180,1,Rural,Y
LP001469,Female,No,1,Not Graduate,Yes,19574,4231,159,180,0,Rural,N
LP001470,Male,No,2,Not Graduate,No,17024,6028,251,360,1,Urban,Y
LP001471,Male,No,2,Graduate,No,14785,6658,217,240,1,Semiurban,Y
LP001472,Female,No,1,Graduate,No,12473,6336,663,240,1,Semiurban,N
LP001473,Male,Yes,2,Not Graduate,Yes,24194,9630,135,360,1,Rural,Y
LP001474,Female,Yes,1,Graduate,Yes,4506,872,100,360,1,Rural,Y
LP001475,Female,No,3+,Not Graduate,Yes,5802,1141,161,300,1,Semiurban,Y
LP001476,Female,Yes,3+,Graduate,Yes,18972,665,512,240,1,Urban,N
LP001477,Male,Yes,3+,Not Graduate,No,23891,8400,491,300,1,Rural,Y
LP001478,Female,No,2,Not Graduate,No,6111,951,320,180,1,Semiurban,Y
LP001479,Female,Yes,0,Not Graduate,Yes,10872,9249,626,300,0,Semiurban,N
LP001480,Female,No,0,Graduate,Yes,15580,4722,393,360,0,Rural,N
LP001481,Male,No,2,Not Graduate,No,16582,4008,232,360,1,Semiurban,Y
LP001482,Male,Yes,0,Graduate,No,16141,6655,552,360,1,Urban,N
LP001483,Female,No,1,Graduate,Yes,11593,6190,59,360,1,Semiurban,Y
LP001484,Male,No,0,Graduate,Yes,22374,771,543,300,1,Rural,N
LP001485,Male,No,2,Graduate,Yes,9878,4030,283,300,0,Rural,N
LP001486,Male,No,2,Graduate,Yes,3097,7859,347,300,1,Semiurban,Y
LP001487,Male,No,1,Graduate,No,13100,521,293,360,1,Semiurban,Y
LP001488,Male,Yes,3+,Graduate,Yes,5247,3355,558,360,0,Rural,N
LP001489,Male,Yes,2,Not Graduate,Yes,15379,1400,400,240,1,Urban,Y
LP001490,Male,No,1,Not Graduate,No,20554,3723,316,240,1,Semiurban,Y
LP001491,Male,No,0,Not Graduate,No,14517,6579,679,360,0,Urban,N
LP001492,Male,Yes,0,Graduate,No,20464,3247,250,240,1,Urban,Y
LP001493,Male,No,1,Graduate,No,8932,1858,288,180,1,Rural,Y
LP001494,Female,Yes,1,Graduate,No,20390,4781,383,180,1,Rural,Y
LP001495,Female,No,2,Graduate,Yes,6225,4064,464,360,1,Rural,Y
LP001496,Male,No,0,Not Graduate,Yes,11937,2398,533,300,1,Urban,N
LP001497,Female,No,1,Graduate,Yes,22184,142,486,180,1,Rural,Y
LP001498,Female,No,0,Not Graduate,No,14769,5062,295,180,1,Rural,Y
LP001499,Male,No,1,Graduate,Yes,14592,3469,57,300,1,Urban,Y
LP001500,Male,No,0,Not Graduate,No,8502,3695,201,240,1,Urban,Y
LP001501,Male,No,3+,Graduate,Yes,7631,717,441,300,1,Urban,Y
LP001502,Female,Yes,2,Not Graduate,Yes,14761,642,260,240,0,Urban,N
LP001503,Female,Yes,0,Graduate,No,14112,2548,416,240,1,Semiurban,Y
LP001504,Male,Yes,3+,Not Graduate,No,6037,8561,619,300,1,Rural,N
LP001505,Male,No,0,Graduate,Yes,14591,3650,135,240,1,Semiurban,Y
LP001506,Male,No,0,Not Graduate,Yes,3835,7549,104,180,0,Urban,N
LP001507,Female,No,3+,Not Graduate,Yes,5821,8978,683,360,1,Urban,N
LP001508,Female,No,0,Graduate,Yes,14754,949,495,240,1,Urban,Y
LP001509,Female,No,0,Not Graduate,Yes,20869,5444,669,180,1,Urban,N
LP001510,Female,No,2,Graduate,No,2059,521,353,300,1,Urban,N
LP001511,Male,No,3+,Graduate,No,2213,6632,181,240,1,Rural,N
LP001512,Male,Yes,3+,Graduate,No,6093,6048,470,180,1,Semiurban,Y
LP001513,Male,No,1,Not Graduate,No,16684,354,434,240,0,Semiurban,N
LP001514,Male,Yes,0,Not Graduate,Yes,16761,1482,247,300,1,Rural,Y
LP001515,Female,Yes,2,Graduate,Yes,21872,9839,96,360,0,Rural,N
LP001516,Female,No,0,Graduate,No,24087,6994,252,240,0,Rural,N
LP001517,Male,No,0,Not Graduate,Yes,1756,2215,310,360,0,Semiurban,N
LP001518,Male,Yes,1,Not Graduate,No,16074,4716,73,240,0,Semiurban,N
LP001519,Female,Yes,0,Not Graduate,Yes,1537,8619,389,240,0,Urban,N
LP001520,Male,No,2,Graduate,Yes,11764,5821,461,300,1,Semiurban,Y
LP001521,Female,No,2,Graduate,Yes,14197,2537,310,240,1,Semiurban,Y
LP001522,Male,Yes,1,Graduate,No,10152,6339,335,180,1,Rural,Y
LP001523,Male,No,0,Graduate,No,17430,8736,562,180,0,Semiurban,N
LP001524,Male,No,2,Graduate,No,3332,4919,135,360,1,Urban,Y
LP001525,Male,No,0,Not Graduate,No,17017,7075,479,360,1,Semiurban,Y
LP001526,Male,Yes,0,Graduate,Yes,6667,3765,630,180,1,Rural,N
LP001527,Male,Yes,0,Not Graduate,Yes,1932,8850,80,360,0,Rural,N
LP001528,Male,Yes,1,Not Graduate,Yes,5651,7082,652,360,1,Urban,N
LP001529,Female,No,0,Graduate,Yes,16412,2827,489,180,1,Urban,Y
LP001530,Female,No,2,Not Graduate,No,7911,2058,398,180,1,Semiurban,Y
LP001531,Female,Yes,0,Graduate,Yes,19635,7749,461,180,1,Urban,Y
LP001532,Female,Yes,2,Not Graduate,Yes,22881,730,577,300,1,Urban,N
LP001533,Female,Yes,0,Graduate,Yes,23604,1832,359,300,1,Rural,Y
LP001534,Male,No,2,Graduate,No,1756,8600,445,180,1,Rural,N
LP001535,Male,Yes,2,Not Graduate,No,2171,6505,387,240,0,Semiurban,N
LP001536,Female,Yes,0,Graduate,No,1989,7170,486,180,1,Semiurban,N
LP001537,Male,No,0,Not Graduate,Yes,8389,4179,414,300,1,Semiurban,Y
LP001538,Female,No,2,Graduate,No,13406,6299,162,360,1,Semiurban,Y
LP001539,Female,No,3+,Graduate,Yes,19980,7830,225,240,1,Rural,Y
LP001540,Male,Yes,1,Graduate,Yes,19566,4802,198,240,1,Semiurban,Y
LP001541,Male,No,3+,Not Graduate,Yes,14103,6057,227,360,1,Semiurban,Y
LP001542,Male,No,3+,Not Graduate,No,3960,6615,431,240,0,Urban,N
LP001543,Female,Yes,0,Graduate,No,6029,6762,272,360,1,Semiurban,Y
LP001544,Male,No,1,Not Graduate,Yes,23005,5543,308,300,1,Urban,Y
LP001545,Female,Yes,3+,Graduate,Yes,3475,8325,238,240,0,Rural,N
LP001546,Female,Yes,0,Not Graduate,No,4716,4883,355,240,0,Semiurban,N
LP001547,Female,No,3+,Not Graduate,No,15767,7050,427,360,1,Urban,Y
LP001548,Male,No,3+,Graduate,No,11081,4959,651,360,1,Semiurban,N
LP001549,Male,No,0,Graduate,Yes,6015,666,392,300,0,Urban,N
LP001550,Female,No,0,Graduate,Yes,23576,276,205,360,0,Semiurban,N
LP001551,Male,No,0,Graduate,Yes,13548,881,104,360,0,Rural,N
LP001552,Male,No,1,Graduate,No,11276,2060,491,300,1,Rural,Y
LP001553,Male,Yes,3+,Not Graduate,No,22823,2082,249,180,1,Urban,Y
LP001554,Female,Yes,0,Not Graduate,No,23447,6702,452,180,1,Urban,Y
LP001555,Female,No,2,Graduate,Yes,4463,9429,663,360,1,Rural,N
LP001556,Male,Yes,3+,Graduate,Yes,22413,158,672,300,0,Semiurban,N
LP001557,Female,No,2,Graduate,No,8286,5229,652,180,0,Urban,N
LP001558,Male,Yes,1,Not Graduate,Yes,15366,7956,226,300,1,Rural,Y
LP001559,Male,Yes,0,Graduate,No,7700,7514,498,360,1,Urban,Y
LP001560,Male,Yes,2,Graduate,Yes,18860,7803,590,360,1,Rural,N
LP001561,Male,No,1,Not Graduate,No,8845,2526,350,300,1,Rural,Y
LP001562,Female,Yes,0,Not Graduate,Yes,1545,8302,356,240,1,Urban,N
LP001563,Female,No,2,Not Graduate,Yes,2693,7803,316,360,1,Urban,Y
LP001564,Female,Yes,2,Not Graduate,No,6012,6574,263,360,1,Rural,Y
LP001565,Male,Yes,1,Graduate,No,22827,8733,643,360,1,Semiurban,N
LP001566,Male,Yes,0,Not Graduate,No,24166,1138,689,360,1,Rural,N
LP001567,Male,Yes,0,Not Graduate,No,18130,7257,532,300,0,Semiurban,N
LP001568,Female,Yes,2,Graduate,No,21103,3283,311,300,1,Semiurban,Y
LP001569,Male,No,2,Graduate,Yes,10483,7762,116,300,0,Semiurban,N
LP001570,Female,No,2,Graduate,No,2136,7896,623,300,1,Urban,N
LP001571,Female,Yes,0,Not Graduate,No,5275,2419,182,240,1,Rural,Y
LP001572,Female,Yes,1,Graduate,No,3921,1756,698,300,1,Rural,N
LP001573,Female,Yes,1,Not Graduate,Yes,14525,2306,589,300,1,Semiurban,N
LP001574,Female,Yes,0,Not Graduate,No,10780,7630,561,360,1,Semiurban,N
LP001575,Female,No,3+,Not Graduate,No,5683,6263,260,240,1,Semiurban,Y
LP001576,Male,Yes,1,Graduate,No,12851,9167,302,360,1,Rural,Y
LP001577,Male,No,2,Not Graduate,Yes,18596,5008,87,240,1,Semiurban,Y
LP001578,Female,Yes,3+,Graduate,Yes,23729,5247,92,180,1,Rural,Y
LP001579,Female,No,3+,Graduate,No,6823,8914,678,240,1,Rural,N
LP001580,Male,Yes,1,Graduate,Yes,23916,2570,454,240,1,Urban,Y
LP001581,Female,Yes,3+,Not Graduate,No,14388,5807,95,360,1,Semiurban,Y
LP001582,Female,No,3+,Not Graduate,Yes,5144,7812,503,240,1,Semiurban,N
LP001583,Male,Yes,1,Not Graduate,No,17642,324,354,240,1,Semiurban,Y
LP001584,Female,Yes,1,Graduate,Yes,9273,7487,282,360,0,Urban,N
LP001585,Female,Yes,3+,Not Graduate,No,12278,9721,294,180,1,Semiurban,Y
LP001586,Female,No,2,Not Graduate,No,14001,5645,344,180,0,Rural,N
LP001587,Male,Yes,0,Not Graduate,Yes,15909,1945,432,180,1,Semiurban,Y
LP001588,Male,Yes,3+,Not Graduate,No,3608,4486,207,240,1,Rural,Y
LP001589,Male,No,3+,Not Graduate,No,5114,2430,454,360,1,Rural,Y
LP001590,Female,No,2,Graduate,No,11751,3510,50,180,1,Rural,Y
LP001591,Female,No,3+,Graduate,No,24841,845,266,180,0,Rural,N
LP001592,Male,Yes,3+,Graduate,Yes,13178,567,556,180,0,Semiurban,N
LP001593,Female,Yes,0,Graduate,No,15867,2179,630,180,1,Urban,N
LP001594,Female,Yes,0,Not Graduate,Yes,23163,2019,79,360,0,Urban,N
LP001595,Female,No,0,Graduate,Yes,5832,3319,676,180,1,Rural,N
LP001596,Female,Yes,1,Not Graduate,Yes,13502,2320,569,240,1,Semiurban,N
LP001597,Female,Yes,1,Graduate,Yes,21784,1646,324,240,1,Urban,Y
LP001598,Male,No,0,Graduate,No,17200,3909,541,360,0,Semiurban,N
LP001599,Female,No,0,Graduate,No,15269,8015,85,300,1,Urban,Y
LP001600,Male,No,1,Not Graduate,Yes,8463,3420,360,180,0,Rural,N
LP001601,Female,No,2,Not Graduate,No,22452,356,93,180,1,Rural,Y
LP001602,Male,No,3+,Graduate,Yes,9338,7485,204,240,1,Rural,Y
LP001603,Female,Yes,3+,Not Graduate,No,13899,3081,126,360,1,Urban,Y
LP001604,Male,No,0,Graduate,No,13743,2280,639,300,1,Semiurban,N
LP001605,Female,Yes,2,Graduate,No,3345,4131,662,240,1,Rural,N
LP001606,Male,Yes,1,Graduate,Yes,15442,5123,487,300,1,Semiurban,Y
LP001607,Female,No,0,Not Graduate,Yes,18266,7422,481,360,0,Semiurban,N
LP001608,Male,No,2,Graduate,No,5612,2787,591,360,1,Rural,N
LP001609,Female,No,2,Graduate,Yes,14280,4209,88,360,1,Urban,Y
LP001610,Male,Yes,2,Graduate,Yes,17190,6540,288,240,0,Rural,N
LP001611,Male,No,1,Not Graduate,No,24953,9389,62,360,1,Rural,Y
LP001612,Female,No,1,Graduate,Yes,21694,9470,171,240,1,Urban,Y
LP001613,Female,No,3+,Not Graduate,No,11588,465,193,240,1,Semiurban,Y
LP001614,Male,No,3+,Graduate,No,3009,1487,504,180,1,Urban,N
LP001615,Female,No,2,Not Graduate,No,13904,4942,417,240,1,Urban,Y
LP001616,Male,Yes,2,Graduate,Yes,3078,4597,296,240,0,Rural,N
LP001617,Male,Yes,1,Graduate,No,18763,4536,94,180,1,Urban,Y
LP001618,Male,Yes,3+,Not Graduate,No,20046,325,424,300,1,Urban,Y
LP001619,Female,No,2,Not Graduate,Yes,15606,9957,340,180,1,Urban,Y
LP001620,Male,No,3+,Graduate,Yes,11340,4162,256,180,1,Semiurban,Y
LP001621,Male,No,3+,Not Graduate,Yes,14431,303,568,360,1,Semiurban,N
LP001622,Female,Yes,2,Graduate,Yes,2859,5067,291,360,1,Rural,Y
LP001623,Female,No,1,Graduate,No,22315,5024,671,180,1,Rural,N
LP001624,Female,No,2,Graduate,Yes,21844,7715,163,360,0,Semiurban,N
LP001625,Female,No,2,Not Graduate,Yes,21695,9632,351,180,1,Urban,Y
LP001626,Male,Yes,3+,Graduate,Yes,5742,8340,325,360,1,Rural,Y
LP001627,Male,No,2,Not Graduate,Yes,22101,2631,145,240,1,Rural,Y
LP001628,Male,Yes,1,Graduate,No,17964,6391,343,360,1,Urban,Y
LP001629,Male,No,2,Not Graduate,Yes,20616,8287,409,360,0,Urban,N
LP001630,Female,Yes,1,Not Graduate,No,4209,2369,337,240,1,Urban,Y
LP001631,Male,Yes,1,Graduate,Yes,20306,528,203,180,1,Urban,Y
LP001632,Male,Yes,3+,Not Graduate,No,21525,4675,619,360,1,Urban,N
LP001633,Female,No,0,Graduate,No,14291,1663,472,360,1,Semiurban,Y
LP001634,Male,No,0,Graduate,Yes,18551,3364,99,240,1,Urban,Y
LP001635,Male,Yes,3+,Graduate,No,20380,2341,256,240,1,Rural,Y
LP001636,Male,Yes,2,Graduate,Yes,4999,6656,613,240,0,Semiurban,N
LP001637,Male,No,3+,Graduate,No,13190,4905,614,300,1,Rural,N
LP001638,Male,No,1,Not Graduate,No,9580,8884,262,240,1,Urban,Y
LP001639,Male,Yes,0,Graduate,No,24707,9143,115,180,1,Rural,Y
LP001640,Female,No,3+,Not Graduate,Yes,2689,5950,281,360,1,Urban,Y
LP001641,Female,No,2,Not Graduate,No,15408,1360,369,360,1,Rural,Y
LP001642,Male,No,3+,Graduate,Yes,24488,5127,186,300,1,Rural,Y
LP001643,Male,No,0,Not Graduate,No,14251,5562,696,360,1,Urban,N
LP001644,Female,Yes,3+,Graduate,No,16214,8730,615,360,0,Rural,N
LP001645,Male,No,3+,Not Graduate,No,2525,9011,114,180,1,Semiurban,Y
LP001646,Male,No,0,Not Graduate,No,1571,5777,563,360,0,Rural,N
LP001647,Male,Yes,1,Not Graduate,No,7046,3925,181,180,1,Semiurban,Y
LP001648,Female,Yes,1,Graduate,No,4185,8463,383,300,1,Semiurban,Y
LP001649,Male,No,0,Not Graduate,Yes,10885,8001,81,180,1,Rural,Y
LP001650,Female,No,3+,Graduate,Yes,19732,1028,547,240,1,Semiurban,N
LP001651,Male,No,0,Not Graduate,Yes,12076,6018,292,240,1,Semiurban,Y
LP001652,Female,No,1,Not Graduate,No,3522,1242,241,300,1,Rural,Y
LP001653,Female,Yes,2,Not Graduate,Yes,17331,9333,191,360,1,Urban,Y
LP001654,Male,Yes,3+,Not Graduate,No,24222,8784,650,180,0,Urban,N
LP001655,Female,Yes,1,Graduate,Yes,21625,7119,610,240,1,Semiurban,N
LP001656,Male,No,3+,Graduate,Yes,14440,9797,697,180,1,Semiurban,N
LP001657,Female,No,0,Not Graduate,No,19182,4210,240,240,0,Urban,N
LP001658,Male,No,2,Not Graduate,No,5602,6406,198,180,1,Semiurban,Y
LP001659,Male,No,0,Graduate,Yes,18788,3377,648,360,1,Urban,N
LP001660,Female,Yes,2,Graduate,Yes,4526,4071,465,300,1,Rural,Y
LP001661,Male,Yes,3+,Graduate,Yes,8209,1440,569,360,1,Semiurban,N
LP001662,Male,No,3+,Graduate,Yes,22595,3626,65,180,1,Rural,Y
LP001663,Female,Yes,0,Not Graduate,No,7469,184,155,240,1,Urban,Y
LP001664,Male,No,2,Not Graduate,Yes,4120,4996,332,240,0,Urban,N
LP001665,Male,No,2,Graduate,No,4146,8412,153,300,1,Rural,Y
LP001666,Female,Yes,3+,Graduate,No,6365,8031,410,360,1,Semiurban,Y
LP001667,Female,No,0,Graduate,Yes,3789,5563,84,360,1,Rural,Y
LP001668,Male,No,2,Graduate,No,8870,3188,162,360,1,Rural,Y
LP001669,Male,Yes,3+,Graduate,Yes,15354,9285,357,240,0,Semiurban,N
LP001670,Female,No,1,Graduate,No,21756,2945,102,300,1,Urban,Y
LP001671,Female,No,0,Not Graduate,No,11177,6765,130,240,1,Rural,Y
LP001672,Male,Yes,1,Not Graduate,Yes,12843,2474,665,360,1,Rural,N
LP001673,Female,No,0,Not Graduate,No,19324,6787,418,180,1,Urban,Y
LP001674,Male,Yes,3+,Graduate,No,2265,8792,291,240,1,Rural,N
LP001675,Male,No,2,Graduate,Yes,14171,9352,80,300,1,Urban,Y
LP001676,Male,Yes,2,Graduate,No,17658,4599,410,360,1,Semiurban,Y
LP001677,Male,Yes,2,Not Graduate,No,5592,6274,282,180,1,Urban,Y
LP001678,Male,Yes,0,Graduate,Yes,14475,4313,659,240,1,Urban,N
LP001679,Female,No,3+,Graduate,Yes,10841,2218,83,180,1,Rural,Y
LP001680,Female,Yes,1,Not Graduate,No,13834,1152,292,180,1,Urban,Y
LP001681,Female,Yes,3+,Graduate,No,17577,56,108,300,0,Urban,N
LP001682,Female,Yes,1,Not Graduate,No,17335,9396,578,240,1,Rural,N
LP001683,Male,Yes,0,Not Graduate,Yes,4166,143,127,300,0,Urban,N
